Strata,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI,BETA,SEBeta,RR,Low95$CI,Upper95%CI
Air Pollutant:,AQHI,,IQR=1,,,CO,,IQR=0.1,,,O3,,IQR=12.8,,,PM2.5,,IQR=6.5,,
Warm All,-0.003388,0.004959,0.996617733,0.986977891,1.006352,-0.022477,0.057021,0.997754824,0.986665882,1.008968,0.000919,0.000609,1.011832659,0.99649078,1.027411,0.000109,0.000691,1.000708751,0.991937835,1.009557
Warm Female,-0.006271,0.005521,0.993748622,0.983053082,1.004561,-0.01363,0.0634,0.998637928,0.986305238,1.011125,0.000458,0.000682,1.005879617,0.988815402,1.023238,-0.000345,0.00077,0.997760013,0.988020038,1.007596
Warm Male,0.000579,0.005531,1.000579168,0.989790712,1.011485,-0.033588,0.06372,0.996646834,0.984276998,1.009172,0.00153,0.000675,1.019777025,1.002653113,1.037193,0.000737,0.000771,1.004801993,0.9949806,1.01472
Cold All,-0.022386,0.007376,0.977862707,0.963827483,0.992102,-0.106752,0.051034,0.989381578,0.979534457,0.999328,0.000272,0.000904,1.003487668,0.980985155,1.026506,-0.002968,0.000815,0.9808929,0.970760883,0.991131
Cold Female,-0.023787,0.007917,0.976493681,0.961458074,0.991764,-0.073252,0.054709,0.992701564,0.982113729,1.003404,-0.000052,0.000971,0.999334621,0.975284507,1.023978,-0.003413,0.000876,0.978059766,0.967205068,0.989036
Cold Male,-0.020511,0.008008,0.97969792,0.964440942,0.995196,-0.150698,0.055471,0.985043181,0.97439149,0.995811,0.000694,0.000982,1.008922773,0.984370217,1.034088,-0.002383,0.000883,0.984629845,0.9736154,0.995769
Age 0-10 All,0.012421,0.014258,1.012498461,0.984595207,1.041192,0.007259,0.129839,1.000726164,0.975580555,1.02652,0.000404,0.001701,1.005184594,0.963191058,1.049009,0.001596,0.0018,1.010427996,0.987520523,1.033867
Age 0-10 Female,0.006529,0.020612,1.00655036,0.966696664,1.048047,0.048079,0.183506,1.004819476,0.969321171,1.041618,0.000546,0.00246,1.007013279,0.94674293,1.07112,0.001126,0.002597,1.007345849,0.974562351,1.041232
Age 0-10 Male,0.01731,0.018466,1.017460686,0.981293814,1.054961,-0.027271,0.171393,0.997276615,0.964331535,1.031347,0.000266,0.002201,1.003410603,0.949505565,1.060376,0.00198,0.002335,1.012953175,0.983263734,1.043539
Age 11-60 All,-0.012573,0.00524,0.98750571,0.977415535,0.9977,-0.054564,0.046737,0.994558459,0.985489456,1.003711,0.000731,0.000635,1.009400712,0.993447482,1.02561,-0.001762,0.000657,0.988612336,0.980372007,0.996922
Age 11-60 Female,-0.010461,0.006815,0.989593526,0.976463019,1.002901,0.011556,0.060779,1.001156268,0.989300567,1.013154,0.000622,0.000825,1.007993378,0.98734476,1.029074,-0.001879,0.000854,0.987860782,0.977171153,0.998667
Age 11-60 Male,-0.014868,0.007146,0.985241983,0.971538715,0.999139,-0.127531,0.063688,0.987327876,0.975079817,0.99973,0.000862,0.000867,1.011094695,0.989339534,1.033328,-0.001629,0.000897,0.989467361,0.978224309,1.00084
Age 60+All,-0.011344,0.008137,0.988720101,0.973076556,1.004615,-0.095181,0.071631,0.990527054,0.976717542,1.004532,0.000959,0.001002,1.012350849,0.987219399,1.038122,-0.001527,0.001024,0.990123595,0.977290571,1.003125
Age 60+ Female,-0.01546,0.008552,0.984658892,0.968291675,1.001303,-0.087789,0.075377,0.991259522,0.97672241,1.006013,0.000431,0.001057,1.005532046,0.979217774,1.032553,-0.002089,0.001078,0.986513272,0.973057386,1.000155
Age 60+ Male,-0.005091,0.009181,0.994921937,0.977178677,1.012987,-0.10594,0.080676,0.989461919,0.973939107,1.005232,0.001748,0.001124,1.022626584,0.994192418,1.051874,-0.000676,0.001151,0.995615639,0.981122711,1.010323
All: LAG 7,0.001298,0.005948,1.001298843,0.989693401,1.01304,-0.016505,0.053934,0.998350861,0.987852816,1.00896,0.001558,0.000737,1.020142578,1.001453599,1.03918,-0.00012,0.000743,0.999220304,0.98980649,1.008724
Female,0.00138,0.006484,1.001380953,0.988735287,1.014188,0.01558,0.058659,1.001559214,0.990110066,1.013141,0.001476,0.000806,1.019072398,0.998672754,1.039889,-0.000113,0.000809,0.99926577,0.98901957,1.009618
Male,0.001201,0.006523,1.001201721,0.988482757,1.014084,-0.059472,0.059324,0.99407045,0.98257883,1.005696,0.001667,0.000806,1.021566874,1.001117296,1.042434,-0.000131,0.000815,0.999148862,0.988828272,1.009577
Warm All,0.013236,0.004974,1.013323984,1.003493047,1.023251,0.046157,0.057385,1.004626369,0.993390182,1.01599,0.002742,0.000609,1.03572079,1.020016708,1.051667,0.002405,0.00069,1.015755327,1.006865359,1.024724
Warm Female,0.014649,0.005553,1.014756822,1.003772217,1.025862,0.132967,0.063738,1.013385494,1.000804375,1.026125,0.002397,0.000683,1.031157131,1.013638665,1.048978,0.002655,0.00077,1.017407271,1.007475503,1.027437
Warm Male,0.011384,0.005527,1.011449044,1.000551232,1.022466,-0.071463,0.064138,0.992879174,0.980475768,1.005439,0.003198,0.000673,1.041783762,1.024341714,1.059523,0.002075,0.000768,1.013578867,1.003710045,1.023545
Cold All,-0.015101,0.007128,0.985012448,0.971346642,0.998871,-0.048804,0.051964,0.99513149,0.985047571,1.005319,-0.000375,0.000907,0.995211502,0.972821355,1.018117,-0.002304,0.00079,0.985135583,0.975270315,0.995101
Cold Female,-0.017051,0.00764,0.983093546,0.968481982,0.997926,-0.047525,0.055688,0.995258775,0.984454746,1.006181,-0.000066,0.000974,0.999155557,0.975036364,1.023871,-0.00256,0.000847,0.98349768,0.972942027,0.994168
Cold Male,-0.012549,0.007745,0.98752941,0.972651725,1.002635,-0.050544,0.056457,0.994958352,0.984009259,1.006029,-0.000788,0.000984,0.989964297,0.965824641,1.014707,-0.001972,0.000859,0.987263801,0.976518425,0.998127
Age 0-10 All,0.017322,0.014255,1.017472896,0.98943837,1.046302,0.03832,0.130525,1.003839351,0.978483945,1.029852,0.001144,0.001685,1.014750937,0.972748139,1.058567,0.001057,0.001796,1.006894156,0.984116947,1.030199
Age 0-10 Female,0.017869,0.020515,1.018029606,0.977907299,1.059798,0.105489,0.183712,1.010604736,0.974862687,1.047657,0.001606,0.002427,1.020769546,0.960470725,1.084854,0.001689,0.002572,1.011038985,0.978446881,1.044717
Age 0-10 Male,0.016992,0.018544,1.017137185,0.980831851,1.054786,-0.022033,0.173017,0.997799125,0.964529721,1.032216,0.000784,0.002191,1.010085721,0.956061911,1.067162,0.000528,0.002346,1.003437896,0.973890855,1.033881
Age 11-60 All,-0.005477,0.005222,0.994537971,0.984410671,1.004769,-0.046629,0.047167,0.995347954,0.986188632,1.004592,0.000919,0.000632,1.011832659,0.995915947,1.028004,-0.001227,0.000654,0.99205622,0.983824787,1.000357
Age 11-60 Female,-0.002563,0.006789,0.997440282,0.984255816,1.010801,0.037326,0.061227,1.003739575,0.991766193,1.015858,0.000846,0.000821,1.010887644,0.990279108,1.031925,-0.001485,0.00085,0.990393936,0.979726821,1.001177
Age 11-60 Male,-0.008745,0.007122,0.991293126,0.977551679,1.005228,-0.140268,0.0644,0.986071117,0.973702757,0.998597,0.00101,0.000864,1.013011928,0.991290121,1.03521,-0.000949,0.000893,0.993850486,0.982607703,1.005222
Age 60+All,0.003994,0.008014,1.004001987,0.988354895,1.019897,-0.003387,0.072768,0.999661357,0.985504853,1.014021,0.001957,0.00101,1.025365977,0.999710762,1.05168,0.000406,0.000999,1.002642485,0.989962456,1.015485
Age 60+ Female,0.002626,0.008437,1.002629451,0.986185784,1.019347,0.00216,0.076465,1.000216023,0.985337418,1.015319,0.001802,0.001065,1.023333668,0.996353545,1.051044,0.000462,0.001051,1.003007514,0.989667016,1.016528
Age 60+ Male,0.006073,0.009014,1.006091478,0.988472516,1.024024,-0.01165,0.0821,0.998835678,0.982891442,1.015039,0.002191,0.001133,1.028441758,0.999620168,1.058094,0.000323,0.001123,1.002101705,0.987866689,1.016542
All: LAG 8,0.006733,0.005998,1.006755718,0.994989515,1.018661,0.091328,0.054125,1.009174631,0.998525388,1.019937,0.001032,0.000735,1.013297232,0.994783573,1.032155,0.000216,0.000744,1.001404986,0.991957952,1.010942
Female,0.011035,0.00653,1.01109611,0.998237755,1.02412,0.133352,0.058903,1.01342451,1.001791815,1.025192,0.00121,0.000802,1.015608561,0.995378138,1.03625,0.000872,0.000809,1.005684094,0.995372082,1.016103
Male,0.000994,0.006588,1.000994494,0.988152264,1.014004,0.035096,0.059493,1.003515766,0.991882102,1.015286,0.000798,0.000805,1.010266745,0.990068209,1.030877,-0.000662,0.000818,0.995706245,0.985383553,1.006137
Warm All,0.018937,0.005087,1.019117442,1.009006799,1.029329,0.213131,0.058318,1.021541846,1.009931768,1.033285,0.002112,0.000608,1.027402323,1.011849755,1.043194,0.002032,0.000705,1.013295611,1.004235243,1.022438
Warm Female,0.024999,0.005669,1.025314095,1.013984643,1.03677,0.299823,0.064817,1.030436295,1.017428299,1.043611,0.002405,0.000679,1.031262727,1.013844204,1.048981,0.00287,0.000786,1.018830092,1.008678804,1.029084
Warm Male,0.010859,0.005663,1.010918173,0.999759549,1.022201,0.0963,0.065121,1.009676518,0.996871189,1.022646,0.001725,0.000674,1.022325567,1.005184079,1.039759,0.000917,0.000784,1.005978299,0.99598044,1.016077
Cold All,-0.010052,0.007038,0.989998352,0.976435601,1.003749,0.031105,0.05181,1.003115343,0.992980493,1.013354,-0.000933,0.000906,0.988128627,0.965922063,1.010846,-0.001281,0.000777,0.991708069,0.9819396,1.001574
Cold Female,-0.008459,0.007532,0.991576677,0.977045829,1.006324,0.048311,0.05552,1.004842789,0.993967449,1.015837,-0.000842,0.000972,0.98928027,0.965447904,1.013701,-0.000845,0.00083,0.994522556,0.984061681,1.005095
Cold Male,-0.012254,0.007654,0.987820775,0.973112249,1.002752,0.007358,0.056249,1.000736071,0.989763747,1.01183,-0.001035,0.000982,0.986839369,0.962824222,1.011454,-0.001878,0.000847,0.987867203,0.977264653,0.998585
Age 0-10 All,0.001728,0.014357,1.001729494,0.973934019,1.030318,-0.165495,0.130662,0.983586691,0.958717091,1.009101,0.00203,0.001684,1.026324527,0.983867356,1.070614,-0.001423,0.001817,0.990793145,0.968121116,1.013996
Age 0-10 Female,0.01392,0.020782,1.014017334,0.97354355,1.056174,-0.021452,0.18608,0.997857099,0.962119246,1.034922,0.002,0.002426,1.025930494,0.965351024,1.090312,0.001158,0.002621,1.007555399,0.974467082,1.041767
Age 0-10 Male,-0.007866,0.018588,0.992164856,0.956668368,1.028978,-0.28676,0.171456,0.971731254,0.939618464,1.004942,0.002057,0.002188,1.026679286,0.971841121,1.084612,-0.003502,0.002359,0.977494122,0.948553904,1.007317
Age 11-60 All,0.004894,0.00524,1.004905995,0.994638027,1.01528,0.034859,0.047344,1.003491983,0.994223226,1.012847,0.001053,0.000631,1.013569643,0.997650636,1.029743,0.000117,0.000654,1.000760789,0.992457131,1.009134
Age 11-60 Female,0.008063,0.006812,1.008095594,0.99472544,1.021645,0.056543,0.061625,1.005670316,0.993596391,1.017891,0.002087,0.000818,1.027073607,1.006210824,1.048369,0.000377,0.00085,1.002453505,0.991656502,1.013368
Age 11-60 Male,0.001388,0.007158,1.001388964,0.98743789,1.015537,0.011048,0.064591,1.001105411,0.988511467,1.01386,-0.000104,0.000864,0.998669686,0.977255416,1.020553,-0.00017,0.000893,0.99889561,0.987595755,1.010325
Age 60+All,0.008008,0.008099,1.00804015,0.992164816,1.024169,0.135836,0.072996,1.013676276,0.999276646,1.028283,0.000952,0.001005,1.012260147,0.987056655,1.038107,0.000377,0.001001,1.002453505,0.989750646,1.015319
Age 60+ Female,0.012331,0.00851,1.01240734,0.995660841,1.029436,0.175089,0.076686,1.017663079,1.002481518,1.033075,0.000744,0.001059,1.00956869,0.983099452,1.036751,0.001103,0.00105,1.007195262,0.993811727,1.020759
Age 60+ Male,0.001434,0.009133,1.001435029,0.983668155,1.019523,0.076176,0.082359,1.007646688,0.991511469,1.024044,0.001264,0.001128,1.016310792,0.987953088,1.045482,-0.00073,0.00113,0.99526624,0.981040829,1.009698
All: LAG 9,0.001462,0.006061,1.001463069,0.989636515,1.013431,0.080532,0.053805,1.008085714,0.997510524,1.018773,0.000379,0.000733,1.004862986,0.986552927,1.023513,0.000101,0.000749,1.000656716,0.991153602,1.010251
Female,0.009919,0.006599,1.009968356,0.996989501,1.023116,0.135892,0.058445,1.013681953,1.002136259,1.025361,0.000522,0.0008,1.006703972,0.986700431,1.027113,0.00118,0.000813,1.00769949,0.997315988,1.018191
Male,-0.009805,0.006656,0.990242912,0.977408341,1.003246,0.005926,0.059295,1.000592776,0.989031379,1.012289,0.00019,0.000803,1.00243496,0.982442301,1.022834,-0.001351,0.000825,0.991256945,0.9808929,1.00173
Warm All,0.015057,0.005198,1.015170928,1.004880792,1.025566,0.244546,0.059545,1.024756066,1.012865842,1.036786,0.000464,0.000608,1.005956872,0.99072894,1.021419,0.002534,0.000719,1.016607395,1.00733773,1.025962
Warm Female,0.022247,0.005808,1.02249631,1.01092254,1.034203,0.281118,0.066301,1.028510665,1.015231641,1.041963,0.001211,0.00068,1.015621561,0.998442175,1.033097,0.003466,0.000803,1.022784694,1.012374721,1.033302
Warm Male,0.005588,0.005766,1.005603642,0.99430293,1.017033,0.195289,0.066422,1.019720836,1.006531425,1.033083,-0.000522,0.000674,0.993340672,0.976685178,1.01028,0.001306,0.000799,1.008525134,0.998311168,1.018844
Cold All,-0.016193,0.007028,0.983937402,0.970476705,0.997585,0.003304,0.05087,1.000330455,0.990406197,1.010354,-0.000057,0.000912,0.999270666,0.976666676,1.022398,-0.001813,0.000773,0.988284665,0.978599785,0.998065
Cold Female,-0.005465,0.007497,0.994549906,0.980042717,1.009272,0.068984,0.054295,1.006922249,0.996263578,1.017695,-0.000799,0.000979,0.98982492,0.965809806,1.014437,-0.000602,0.000822,0.996094646,0.985717694,1.006581
Cold Male,-0.030737,0.007682,0.969730579,0.955238989,0.984442,-0.085254,0.055576,0.991510838,0.980769025,1.00237,0.000926,0.000989,1.011923323,0.987124377,1.037345,-0.003474,0.000849,0.977672043,0.967154272,0.988304
Age 0-10 All,-0.011413,0.014399,0.988651881,0.961140153,1.016951,-0.213109,0.131601,0.978914573,0.953987514,1.004493,0.0007,0.001696,1.009000261,0.966968607,1.052859,-0.001397,0.001826,0.990960603,0.968173725,1.014284
Age 0-10 Female,-0.016962,0.021003,0.983181045,0.943529281,1.024499,-0.122817,0.188029,0.987793412,0.952052228,1.024876,-0.000841,0.002447,0.989292933,0.930386548,1.051929,-0.000397,0.002654,0.997422827,0.964261785,1.031724
Age 0-10 Male,-0.00669,0.018516,0.993332328,0.957929246,1.030044,-0.288377,0.172121,0.971574138,0.939344097,1.00491,0.001981,0.0022,1.025681018,0.970603923,1.083883,-0.002166,0.002356,0.986019646,0.956863587,1.016064
Age 11-60 All,0.008494,0.005269,1.008530176,0.998168439,1.018999,0.090625,0.047119,1.009103689,0.999827191,1.018466,-0.000155,0.000633,0.998017967,0.982293924,1.013994,0.000765,0.000655,1.004984883,0.996633479,1.013406
Age 11-60 Female,0.018342,0.006847,1.018511248,1.004934012,1.032272,0.136711,0.061229,1.013764977,1.001671612,1.026004,0.000732,0.000822,1.009413632,0.988810339,1.030446,0.001744,0.00085,1.011400496,1.000507129,1.022412
Age 11-60 Male,-0.002476,0.007197,0.997527063,0.983554607,1.011698,0.039191,0.064394,1.00392679,0.99133563,1.016678,-0.001143,0.000865,0.985476104,0.964320549,1.007096,-0.000329,0.000896,0.997863785,0.986537896,1.00932
Age 60+All,-0.001458,0.00821,0.998543062,0.982603497,1.014741,0.091845,0.072475,1.009226807,0.994991982,1.023665,0.000665,0.000999,1.00854833,0.983585302,1.034145,-0.000143,0.001009,0.999070932,0.986310407,1.011997
Age 60+ Female,0.00727,0.008621,1.007296491,0.990419033,1.024462,0.146056,0.076004,1.014712783,0.999708858,1.029942,0.000513,0.001053,1.006588006,0.980344475,1.033534,0.001014,0.001057,1.006612768,0.9931484,1.02026
Age 60+ Male,-0.01471,0.009269,0.985397663,0.967657342,1.003463,0.008705,0.082013,1.000870879,0.98491095,1.017089,0.000897,0.001121,1.011547767,0.983495666,1.0404,-0.001916,0.001144,0.98762323,0.973333443,1.002123
All: LAG 10,-0.001322,0.006083,0.998678873,0.986842645,1.010657,-0.007663,0.053926,0.999233994,0.988728212,1.009851,0.001331,0.000727,1.017182754,0.998798546,1.035905,-0.000332,0.000757,0.997844327,0.988267193,1.007514
Female,0.003013,0.006633,1.003017544,0.990062031,1.016143,0.037539,0.058697,1.003760955,0.992279247,1.015376,0.001267,0.000795,1.016349819,0.996279578,1.036824,0.00027,0.000825,1.001756541,0.991282718,1.012341
Male,-0.007072,0.006671,0.992952948,0.980054438,1.006021,-0.068105,0.059283,0.993212639,0.981738825,1.004821,0.001416,0.000796,1.018290051,0.998156453,1.03883,-0.001132,0.000831,0.992669004,0.982215112,1.003234
Warm All,0.012257,0.00521,1.012332425,1.002047493,1.022723,0.12658,0.061048,1.012738452,1.000692832,1.024929,0.000687,0.000601,1.008832377,0.993735417,1.024159,0.002071,0.000725,1.013552514,1.004233938,1.022958
Warm Female,0.018298,0.005817,1.018466434,1.006920517,1.030145,0.171002,0.067987,1.017247245,1.003781881,1.030893,0.000987,0.000672,1.012713741,0.995783379,1.029932,0.003264,0.000809,1.021442659,1.010969064,1.032025
Warm Male,0.00427,0.005786,1.004279129,0.992954378,1.015733,0.066885,0.068026,1.006710918,0.993377431,1.020223,0.000291,0.000667,1.003731746,0.987075354,1.020669,0.000494,0.000806,1.003216161,0.992967405,1.013571
Cold All,-0.020031,0.007081,0.980168288,0.966658732,0.993867,-0.062094,0.050443,0.993809838,0.984032624,1.003684,0.001986,0.000914,1.025746664,1.002493472,1.049539,-0.002238,0.000783,0.985558296,0.975775812,0.995439
Cold Female,-0.017343,0.007589,0.982806524,0.968296013,0.997534,-0.01456,0.054007,0.998545059,0.988030835,1.009171,0.001339,0.000982,1.017286919,0.992530818,1.04266,-0.002119,0.000839,0.986320921,0.975834419,0.99692
Cold Male,-0.0236,0.007705,0.976676302,0.962037546,0.991538,-0.125231,0.054926,0.987554988,0.97698049,0.998244,0.002835,0.000989,1.036954446,1.01154207,1.063005,-0.002395,0.000853,0.984553047,0.973911619,0.995311
Age 0-10 All,0.001019,0.014494,1.001019519,0.972982444,1.029864,-0.174005,0.131575,0.982750014,0.95773017,1.008423,0.003046,0.00171,1.039758838,0.996095961,1.085336,-0.001065,0.00183,0.993101405,0.970215856,1.016527
Age 0-10 Female,-0.003816,0.021068,0.996191272,0.955893016,1.038188,-0.206136,0.187555,0.979597408,0.944240498,1.016278,0.004776,0.002464,1.063040077,0.999316202,1.130827,-0.000558,0.002649,0.99637957,0.963314574,1.030579
Age 0-10 Male,0.005443,0.018674,1.00545784,0.969322369,1.04294,-0.142065,0.172347,0.985893936,0.953146643,1.019766,0.001608,0.00222,1.020795678,0.965496348,1.079262,-0.001425,0.002367,0.990780265,0.961348704,1.021113
Age 11-60 All,0.002439,0.005292,1.002441977,0.992098066,1.012894,-0.014174,0.04743,0.998583604,0.989343507,1.00791,0.001182,0.000632,1.015244632,0.999274247,1.03147,-0.000217,0.00066,0.998590494,0.990229148,1.007022
Age 11-60 Female,0.011505,0.006861,1.011571437,0.998059326,1.025266,0.072302,0.061282,1.007256401,0.995230339,1.019428,0.000934,0.000821,1.012026949,0.991395187,1.033088,0.000914,0.000854,1.005958683,0.995073217,1.016963
Age 11-60 Male,-0.007653,0.007248,0.99237621,0.978378098,1.006575,-0.111422,0.065195,0.988919644,0.976363406,1.001637,0.001463,0.000864,1.018902839,0.997054714,1.04123,-0.001478,0.000905,0.990439,0.979085114,1.001925
Age 60+All,-0.003506,0.008239,0.996500139,0.980537449,1.012723,0.004202,0.072524,1.000420288,0.986300204,1.014743,0.001324,0.000987,1.017091618,0.992215799,1.042591,-0.000351,0.001024,0.997721101,0.984789605,1.010822
Age 60+ Female,-0.000741,0.008675,0.999259274,0.982412498,1.016395,0.031031,0.076421,1.00310792,0.988194818,1.018246,0.001282,0.001041,1.016544977,0.990339953,1.043443,0.000005,0.001078,1.000032501,0.986392215,1.013861
Age 60+ Male,-0.007647,0.009267,0.992382164,0.974519919,1.010572,-0.035691,0.081489,0.996437262,0.980648743,1.01248,0.001385,0.001108,1.017886074,0.989981024,1.046578,-0.000881,0.001152,0.994289865,0.979803752,1.00899
All: LAG 11,0.00109,0.006073,1.001090594,0.989245171,1.013078,-0.02384,0.05382,0.997618839,0.987150548,1.008198,0.001455,0.000725,1.018798508,1.000435295,1.037499,-0.000016,0.000757,0.999896005,0.990299179,1.009586
Female,0.001863,0.00662,1.001864736,0.988949312,1.014949,0.010164,0.058535,1.001016917,0.989598019,1.012568,0.001032,0.000792,1.013297232,0.993362033,1.033632,0.000444,0.000825,1.002890169,0.992404493,1.013487
Male,0.000098,0.006662,1.000098005,0.987124093,1.013242,-0.06959,0.059218,0.993065158,0.981605554,1.004659,0.002021,0.000794,1.026206301,1.005966658,1.046853,-0.000625,0.00083,0.995945741,0.985469896,1.006533
Warm All,0.006617,0.005142,1.006638941,0.996544663,1.016835,0.024598,0.061806,1.002462828,0.990392276,1.01468,0.000085,0.000595,1.001088592,0.986255964,1.016144,0.00046,0.000716,1.002994475,0.993886921,1.012185
Warm Female,0.009181,0.005735,1.009223275,0.99794252,1.020632,0.055127,0.068854,1.005527923,0.992049093,1.01919,0.000358,0.000664,1.004592915,0.987996591,1.021468,0.001139,0.000798,1.007430974,0.997240794,1.017725
Warm Male,0.003304,0.005713,1.003309464,0.992137592,1.014607,-0.015356,0.068762,0.998465578,0.985099181,1.012013,-0.000273,0.00066,0.996511698,0.980147234,1.013149,-0.000434,0.000796,0.997182975,0.987121605,1.007347
Cold All,-0.007972,0.007187,0.992059692,0.97818299,1.006133,-0.035615,0.049914,0.996444835,0.986744001,1.006241,0.003487,0.000915,1.045644666,1.021914757,1.069926,-0.00044,0.00079,0.997144086,0.987158564,1.007231
Cold Female,-0.009175,0.007707,0.990866962,0.976011685,1.005948,0.000136,0.053363,1.0000136,0.989608817,1.010528,0.002027,0.000984,1.026285117,1.001259801,1.051936,-0.000226,0.000848,0.998532078,0.98780248,1.009378
Cold Male,-0.006408,0.007813,0.993612487,0.978512732,1.008945,-0.083969,0.054469,0.991638255,0.981107911,1.002282,0.005421,0.000989,1.071852865,1.045585241,1.09878,-0.000734,0.000859,0.995240363,0.984408171,1.006192
Age 0-10 All,0.032993,0.014411,1.033543304,1.004758727,1.063153,-0.00583,0.13232,0.99941717,0.973830787,1.025676,0.003565,0.0017,1.046689158,1.002986852,1.092296,0.003148,0.001817,1.020672782,0.997317026,1.044575
Age 0-10 Female,0.048239,0.020704,1.049421437,1.007688566,1.092883,0.055024,0.187053,1.005517566,0.969320481,1.043066,0.003832,0.002443,1.050272443,0.987834225,1.116657,0.006248,0.002604,1.041447945,1.007464763,1.076577
Age 0-10 Male,0.020286,0.018767,1.020493159,0.983638016,1.058729,-0.060811,0.174553,0.993937352,0.9605075,1.028531,0.003358,0.002212,1.043919522,0.987565697,1.103489,0.000552,0.002371,1.003594445,0.973732611,1.034372
Age 11-60 All,0.000673,0.005281,1.000673227,0.990368919,1.011085,-0.038927,0.047558,0.996114867,0.986872855,1.005443,0.000972,0.00063,1.012519319,0.996641811,1.02865,-0.000197,0.000657,0.998720319,0.990395738,1.007115
Age 11-60 Female,0.001142,0.006871,1.001142652,0.987750484,1.014716,0.03524,0.061473,1.003530217,0.991511524,1.015695,-0.00056,0.00082,0.992857629,0.972641065,1.013494,0.000435,0.000855,1.002831501,0.991967236,1.013815
Age 11-60 Male,0.000174,0.00721,1.000174015,0.986139356,1.014408,-0.123271,0.065375,0.987748567,0.975172793,1.000487,0.002685,0.00086,1.034965404,1.012874492,1.057538,-0.000893,0.000897,0.994212314,0.982915347,1.005639
Age 60+All,-0.000769,0.008229,0.999231296,0.983244128,1.015478,-0.018074,0.072162,0.998194232,0.984175394,1.012413,0.001591,0.000984,1.020573577,0.995687534,1.046082,-0.000125,0.001025,0.99918783,0.986224759,1.012321
Age 60+ Female,0.000007,0.008654,1.000007,0.983188084,1.017114,-0.002993,0.076022,0.999700745,0.984915319,1.014708,0.001655,0.001037,1.021409974,0.995179401,1.048332,0.000186,0.001078,1.001209731,0.987553388,1.015055
Age 60+ Male,-0.001873,0.009271,0.998128753,0.980155389,1.016432,-0.040216,0.081091,0.995986476,0.980281566,1.011943,0.001495,0.001105,1.019320267,0.991450516,1.047973,-0.000588,0.001155,0.996185295,0.981634048,1.010952
All: LAG 12,-0.000652,0.006092,0.999348213,0.987486632,1.011352,0.021326,0.053993,1.002134876,0.991585573,1.012796,0.000894,0.000721,1.011508924,0.993376783,1.029972,-0.00023,0.000761,0.998506117,0.988872237,1.008234
Female,-0.001129,0.006645,0.998871637,0.985946486,1.011966,0.028126,0.058856,1.002816559,0.991314761,1.014452,0.00105,0.000786,1.013530723,0.993740505,1.033715,-0.000295,0.000831,0.998084337,0.987573416,1.008707
Male,0.000018,0.00668,1.000018,0.987010304,1.013197,0.012283,0.059262,1.001229055,0.989666707,1.012926,0.000685,0.000791,1.008806552,0.988984512,1.029026,-0.00014,0.000833,0.999090414,0.988543709,1.00975
Warm All,0.005416,0.005105,1.005430693,0.995420717,1.015541,0.019257,0.060852,1.001927555,0.990048555,1.013949,0.000483,0.000587,1.00620155,0.991492142,1.021129,0.000832,0.000709,1.00542265,0.996381901,1.014545
Warm Female,0.006139,0.005691,1.006157882,0.994997196,1.017444,0.018571,0.067634,1.001858825,0.98866556,1.015228,0.000949,0.000655,1.012221277,0.995723729,1.028992,0.000913,0.000789,1.005952144,0.995891105,1.016115
Warm Male,0.00454,0.005678,1.004550321,0.993432779,1.015792,0.021284,0.067943,1.002130667,0.98887393,1.015565,-0.000141,0.000653,0.998196828,0.981977126,1.014684,0.000736,0.00079,1.004795462,0.994733318,1.014959
Cold All,-0.006573,0.007312,0.993448555,0.979312465,1.007789,0.035968,0.050505,1.003603276,0.993717637,1.013587,0.001449,0.000913,1.018720268,0.995651339,1.042324,-0.001193,0.000805,0.992275489,0.982151014,1.002504
Cold Female,-0.008053,0.007855,0.991979339,0.976823987,1.00737,0.04455,0.054201,1.004464938,0.993850589,1.015193,0.001325,0.00098,1.017104637,0.992402766,1.042421,-0.001504,0.000866,0.99027163,0.97940617,1.001258
Cold Male,-0.004591,0.007929,0.995419523,0.980069452,1.01101,0.024548,0.054837,1.002457815,0.991741042,1.01329,0.001613,0.000991,1.020861011,0.995793066,1.04656,-0.000783,0.00087,0.99492343,0.983956786,1.006012
Age 0-10 All,0.017607,0.014416,1.017762917,0.989408133,1.04693,0.103347,0.131485,1.010388287,0.98468217,1.036765,0.000521,0.001698,1.006691086,0.964707219,1.050502,0.000592,0.001817,1.003855413,0.980884484,1.027364
Age 0-10 Female,0.019221,0.02079,1.019406913,0.978702661,1.061804,0.050843,0.187673,1.005097247,0.968797557,1.042757,0.003632,0.002438,1.047587184,0.985432208,1.113663,0.000682,0.002611,1.00444284,0.971580512,1.038417
Age 0-10 Male,0.016217,0.018729,1.016349209,0.979716691,1.054351,0.147902,0.172309,1.014900116,0.981196666,1.049761,-0.002083,0.002211,0.973689904,0.921150388,1.029226,0.000496,0.002366,1.003229203,0.973440243,1.03393
Age 11-60 All,0.005384,0.005287,1.00539852,0.995033852,1.015871,0.056826,0.047707,1.005698777,0.996338747,1.015147,0.000527,0.000627,1.006768403,0.991055665,1.02273,-0.000156,0.000658,0.998986514,0.990647093,1.007396
